,comment_text,comment_party,comment_name,interrupted_speaker_party,interrupted_speaker,date,speech_id,preceding_context
124204,Der Finanzminister kneift! Fix und fertig ist er!,CDU/CSU,Hans Michelbach,SPD,Walter Schöler,2003-05-21,61650,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Ich halte das, was in diesem Hause vorgeht, für einen unglaublichen Vorgang (Beifall bei der SPD und dem GRÜNE – Beifall und Lachen bei der CDU/CSU und der FDP) – hören Sie ruhig zu –, auch das, was Sie hier heute Nachmittag inszeniert haben. ("
366216,Das ist aber leidenschaftlich hier!,FDP,Thomas Sattelberger,DIE LINKE,Jessica Tatti,2020-02-13,164808,"fassbar abgehoben, dass es mich echt wütend macht. (Matthias W. Birkwald [DIE LINKE]: Und peinlich ist es auch noch!) Herr Sattelberger und Kolleginnen und Kollegen der FDP, das ist einfach nur lächerlich! (Beifall bei der LINKEN, der SPD und dem GRÜNE sowie bei Abgeordneten der CDU/CSU – Dr. h. c. "
295786,Lesen Sie es durch!,SPD,Dr. Johannes Fechner,GRÜNE,Katja Keul,2015-06-12,132733,"oll!  (Beifall beim GRÜNE – Dr. Johannes Fechner [SPD]: Das stimmt doch gar nicht!)  Was ist denn mit den Journalisten, die von Whistleblowern kontaktiert werden? Fallen die jetzt unter die Ausnahme der beruflichen Pflichterfüllung?  (Dr. Eva Högl [SPD]: Diese Daten dürfen nicht verwendet werden! – "
120020,Ihr müsst im Bundesrat Farbe bekennen!,GRÜNE,Franziska Eichstädt-Bohlig,CDU/CSU,Dr. Heinz Riesenhuber,2003-02-14,60279,"sollen. Das heißt also: Ihr braucht uns! Lieber Herr Müntefering, warum kommen Sie nicht mit Liebe und Demut auf uns zu und bitten uns um brüderlichen Rat, der Ihnen helfen soll, eine verfahrene Situation halbwegs wieder in Ordnung zu bringen?  (Heiterkeit und Beifall bei Abgeordneten der CDU/CSU – "
145859,Außer Ihnen  sieht niemand dieses Misstrauen!,CDU/CSU,Wolfgang Zöller,SPD,Nicolette Kressl,2004-11-11,68799," Weg ist. (Wolfgang Zöller [CDU/CSU]: Schauen Sie  einmal, was es an Pflichtberatungen gibt!) Ich will ausdrücklich niemandem von Ihnen dieses Misstrauen unterstellen, aber ich will Ihnen deutlich machen, dass wir die Gefahr, dass Misstrauen zwischen den Zeilen mitschwingen kann, vermeiden wollen. ("
356789,Er hätte noch besser sein können!,GRÜNE,Katja Keul,SPD,Dr. Karl-Heinz Brunner,2019-10-24,161310,"absenken können. Last, but not least: Auch die politisch motivierten Adoptionen, die Unterbringung in Jugendheimen, die Umsiedlungen etc. werden jetzt berücksichtigt. – Damit habe ich nur einiges genannt. Ich bedanke mich recht herzlich für die Beratungen. Heute ist, wie ich glaube, ein guter Tag, ("
351996,Für Demokratie im Sinne von Herrn Grötsch!,AfD,Dr. Alexander Gauland,SPD,Uli Grötsch,2019-06-06,159133,"s ist hier bekannt. Am Ende zählen in einem Rechtsstaat die Fakten, liebe Kolleginnen und Kollegen. (Jürgen Braun [AfD]: Sie sind dabei, Unsinn zu reden!) Da muss man feststellen, dass die Hisbollah zurzeit bei uns in Deutschland zurückhaltend und gewaltfrei ist, also auch keine Straftaten begeht. ("
101553,Alles sehr defensiv!,FDP,Dr. Wolfgang Gerhardt,FDP,Dr. Wolfgang Gerhardt,2001-11-28,55316,"t – das Recht, zu sagen, dass sie das nicht organisieren können. Das stellt eine sinnvolle Balance zwischen den betrieblichen Interessen einerseits und den Interessen der Beschäftigten sowie der Volkswirtschaft andererseits dar. (Hans-Peter Repnik [CDU/CSU]: Was sagt die Benchmarking-Gruppe dazu? – "
453272,Stimmt doch gar nicht!,FDP,Katharina Willkomm,CDU/CSU,Philipp Amthor,2024-02-01,200352,"echtsreform haben Sie ja eben keine Wahlrechtsreform zulasten aller Fraktionen hier im Parlament auf den Weg gebracht, sondern Sie haben eine Reform zulasten der Opposition und eine Reform an der Opposition gemacht. Und das machen wir nicht mit, und dem widersprechen wir. (Beifall bei der CDU/CSU – "
6506,"Frau Kollegin,  wissen Sie, wieviel Mann ein Korps um faßt?",CDU/CSU,<unknown>,DIE LINKE,Andrea Lederer,1991-11-27,3991,"onal einzugreifen. Das deutsch-französische Korps ist als  möglicher Kern einer weltweit operierenden Eingreiftruppe gedacht.  (Zuruf von der CDU/CSU: Weltweit?)  Herr Klose hat bereits heute morgen nachgefragt,  welche Aufgaben dieses Korps übernehmen so ll. Die  Antwort ist bislang ausgeblieben.  "
183519,So sind sie halt!,SPD,Ute Kumpf,SPD,Gabriele Hiller-Ohm,2007-11-15,84147,"m Beispiel den Ausbau der sozialen Infrastruktur komplett aus.  (Widerspruch bei der LINKEN) Die Vorschläge sind auch finanzpolitisch unseriös: Die Linksfraktion verspricht wieder einmal die Verteilung von finanziellen Hilfen aus dem Füllhorn, ohne auch nur anzudeuten, woher das Geld kommen soll.  ("
185693,Da bin ich ja mal gespannt!,DIE LINKE,Oskar Lafontaine,SPD,Uwe Benneter,2008-01-17,85097,"zminister Steinbrück inzwischen auch darangegangen ist, einen Kodex für all die Unternehmen zu schaffen, an denen der Bund beteiligt ist. Sie haben recht: Bundesunternehmen müssen in dieser Frage für uns Vorbild sein. (Beifall bei der SPD und der LINKEN sowie des Abg. Dr. Hermann Otto Solms [FDP] – "
168675,Sie aber nicht!,CDU/CSU,<unknown>,FDP,Rainer Brüderle,2006-09-08,76739,"ag. – Das ist jedenfalls keine konsistente, logische und zielführende Politik. Sie müssen endlich den Mut haben, die grundlegenden Reformen anzupacken. Wenn Sie das nicht tun, geben Sie der Wirtschaft nicht die Luft, die sie braucht. Sie kann mehr. Wir sind unter dem Wert, den wir erreichen können. "
322087,Ein verbeamteter Lehrer ist nicht automatisch ein Schwimmlehrer! Das hat mit der Verbeamtung nichts zu tun! Das ist doch absurd!,GRÜNE,Lisa Paus,CDU/CSU,Dr. Frank Steffel,2017-06-21,145040,"setzt wird. Auch hier könnte ich wieder mit Verweis auf Berlin sagen: Kein Wunder! Wenn man die Lehrer nicht verbeamtet, dann gehen die guten Leute in andere Bundesländer, und man muss auf fachfremdes Personal zurückgreifen. (Özcan Mutlu [GRÜNE]: In Berlin ist kein Wahlkampf! Erst in fünf Jahren! – "
222701,Nein!,CDU/CSU,Jens Spahn,GRÜNE,Fritz Kuhn,2010-09-30,100985," Sagen Sie doch mal:  Was kriegen die Leute denn alles?) Eine Finanzierung aus Steuermitteln sei viel gerechter, haben wir immer wieder gehört. Darüber haben wir viele Debatten geführt. (Jens Spahn [CDU/CSU]: Ja, und? Ist das  schlimm?) Aber tatsächlich nehmen Sie das benötigte Geld aus dem Fonds. ("
4634,Haben Sie eben nicht die Rede von  Herrn Pfuhl gehört?,SPD,Dr. Uwe Jens,FDP,Josef Grünbeck,1991-09-27,2824,"Uwe Jens [SPD]: Da hinten sitzt die Re -gierung!)  — Wir nehmen diese Regierung und die freien Berufe  ausdrücklich in Schutz, weil die Finanzierbarkeit bei  Ihnen keine Rolle spielt, aber bei uns eine entscheidende Bedeutung hat. Das hat der Kollege Doss schon  erwähnt.  (Widerspruch bei der SPD — "
7033,Wer will das  denn?,SPD,Dr. Konstanze Wegner,CDU/CSU,Dr. Rupert Scholz,1991-11-28,4163,"o wir aber der Meinung sind,  daß sich das Grundgesetz auf Dauer bewährt hat.  (Beifall bei der CDU/CSU und der FDP)  Wir wollen keine Totalrevision des Grundgesetzes.  Wir wollen auch keine Überforderung unserer Verfassung mit Utopismen, mit Verfassungskosmetik  oder schlichter Verfassungslyrik.  ("
143473,So ist es!,CDU/CSU,Dr. Peter Paziorek,CDU/CSU,Dr. Rolf Bietmann,2004-09-24,67958,"ersten Lesung unseres Antrages haben Sie und Vertreter der rot-grünen Regierungskoalition deutlich gemacht, dass Sie an einer Dr. Rolf Bietmannniedrigen Quote für den Einsatz dieser Klimaschutzmechanismen festhalten wollen. Diese Politik ist nach meiner Auffassung im Ergebnis klimaschutzschädlich. ("
303844,"Jetzt kommen Sie mal zum Thema, Herr Lenkert!",CDU/CSU,Tankred Schipanski,DIE LINKE,Ralph Lenkert,2016-01-29,136553,"kten, zu Krieg, Vertreibung und Flucht führt. Was macht diese Bundesregierung? Sie ignoriert das und verfehlt das Ziel, 0,7 Prozent vom Bruttoinlandsprodukt für Entwicklungshilfe bereitzustellen – (Dr. André Hahn [DIE LINKE]: Seit Jahren!) – seit Jahren –, konstant und klar mit 0,4 Prozentpunkten. ("
43194,Das haben wir  doch auch bei den Ausgesiedelten!,CDU/CSU,Norbert Geis,SPD,Hans-Joachim Hacker,1996-02-08,27833,ochen gegeben haben. Der von Ihnen  vorgelegte Vorschlag ist nicht das Ergebnis abgewogener Überlegungen.  (Beifall bei der SPD)  Er wird den historischen Verpflichtungen nicht  gerecht und schafft den Boden für neue Rechtsstreitigkeiten durch Einführung eines neuen Stichtages  im Vermögensrecht.  (
347039,Was soll denn daran gerecht sein?,AfD,Jürgen Braun,SPD,Cansel Kiziltepe,2019-03-21,156822,"Herr Präsident! Sehr geehrte Damen und Herren! Liebe Kolleginnen und Kollegen! Sie können nahezu jede Ökonomin und jeden Ökonomen fragen: Die Grundsteuer ist eine der gerechtesten und effizientesten Steuern, die wir haben. (Beifall bei Abgeordneten der SPD – Widerspruch bei der CDU/CSU – "
132863,Wer hat das  denn angekündigt?,FDP,Dr. Wolfgang Gerhardt,GRÜNE,Anna Lührmann,2003-12-11,64280,"und der nationalen Zentralbanken ist in Art. I-29 und Art. III-80 ausreichend rechtlich abgesichert. Das sieht sogar die EZB selber in ihrer Stellungnahme vom 19. September so. Herr Schäuble, Herr Gerhardt, wollen Sie der Verfassung wirklich nur wegen eines Präzisierungsvorschlags nicht zustimmen? ("
155756,"Hätten Sie es getan, wäre es besser gewesen!",GRÜNE,Petra Selg,FDP,Dirk Niebel,2005-05-12,71887,"Herr Präsident! Meine sehr verehrten Damen und Herren! Ich muss schon zugeben: Ich habe lange mit mir gerungen, ob ich meine Redezeit vielleicht dem Kollegen Benneter zur Verfügung stellen sollte.  ("
310422,Dann müssen Sie ganz von vorne anfangen!,GRÜNE,Katrin Göring-Eckardt,CDU/CSU,Volker Kauder,2016-09-07,139678,"ajduk [GRÜNE]: Das wird schwer! – Katrin Göring-Eckardt [GRÜNE]: Das ist ganz schwierig!) dass wir nicht Anlass geben, dass draußen in unserem Land die Menschen sagen: Die leisten sich nur noch Diskussionen. – Denn dadurch geht unter, was wir machen: eine gute Arbeit, um unser Land voranzubringen. ("
424702,So ist es!,FDP,Maximilian Mordhorst,SPD,Peggy Schierenbeck,2023-03-31,191584,e von 200 Euro oder eine Einmalzahlung für Empfängerinnen und Empfänger von Arbeitslosengeld I in Höhe von 100 Euro. Ab 2023 können Steuerzahler/-innen ihre Rentenbeiträge voll absetzen. Aufwendungen für die Altersvorsorge werden als Sonderausgabe berücksichtigt. (Beifall bei Abgeordneten der SPD – 
84067,Die Ahnungen sind berechtigt!,CDU/CSU,Dietmar Kansy,SPD,Wolfgang Spanier,2000-10-12,49412,"CDU/CSU]: Das ist wahr!) zumindest auf den ersten Blick: Mietenanstieg auf einem Tiefststand – ich glaube, seit 1962 –; ein deutlich geringerer Anstieg der Nebenkosten; insgesamt eine Entspannung auf dem Wohnungsmarkt. Ich ahne, dass Sie sich heute kräftig auf die Schulter klopfen wollen. (Dr.-Ing. "
34953,Ihr wollt ja gar keine!,SPD,Gernot Erler,FDP,Friedrich Nolting,1995-02-09,22193," trainiert  werden.  Frau Kollegin Zapf, Sie wissen es ganz genau: Simulatoren allein reichen hier nicht aus. Wir haben  gerade in der letzten Verteidigungsausschußsitzung  darüber gesprochen. Sie wissen, daß Simulatoren,  die Sie hier angesprochen haben, technisch noch  nicht so ausgereift sind.  ("
260492,Sehr gut!,FDP,Michael Goldmann,GRÜNE,Nicole Maisch,2012-10-18,116106,"Beifall beim GRÜNE) Deshalb sagen wir: Die Neuordnung der Agrarsubventionen auf europäischer Ebene ist eine gute Möglichkeit,  um sich für Klasse statt Masse einzusetzen. Wir setzen  nicht mehr auf billig, sondern wir setzen auf besser. (Beifall beim GRÜNE  sowie bei Abgeordneten der LINKEN – Hans- "
170195,Gegen den Turbokapitalismus!,FDP,Patrick Döring,GRÜNE,Winfried Hermann,2006-10-19,77524,"Frau Präsidentin! Meine Damen und Herren! Ich bedanke mich dafür, dass ich heute das Schlusswort bekomme. Ich freue mich, dass es heute eine neue Allianz gibt, eine Allianz  ("
269461,Dafür haben wir die Rente!,CDU/CSU,Hubert Hüppe,GRÜNE,Markus Kurth,2013-03-14,119906,"Denn sonst passiert das, was wir, wie gesagt, nicht  wollen: Dann sind die Betroffenen, die einen besonders  hohen Unterstützungs- und Assistenzbedarf haben, doch  auf Sozialhilfe angewiesen. Sehr wenige Betroffene haben einen so hohen Bedarf, aber es gibt sie. (Beifall bei Abgeordneten des GRÜNE – "
70149,"Ja, richtig!",SPD,Konrad Gilges,FDP,Dirk Niebel,1999-06-30,43916,"triegewerkschaft Bauen-Agrar-Umwelt, „SWG-Express“, zu beginnen. (Lachen bei der SPD) Hier spricht der Bundesvorsitzende der IG Bauen-Agrar- Umwelt: Beharrlichkeit bei der eigenen Interessenvertretung zahlt sich aus. (Beifall bei Abgeordneten der SPD sowie des Abg. Hans-Christian Ströbele [GRÜNE] – "
349945,Schreien Sie nicht so!,GRÜNE,Dr. Franziska Brantner,AfD,Jens Kestner,2019-05-09,158104,"sere Soldaten kümmern. Nein, das tun Sie nicht. (Beifall bei der AfD – Henning Otte [CDU/CSU]: Haben Sie sich überhaupt damit auseinandergesetzt?) Waren es nicht Sie, Frau Ministerin, die von der Agenda Attraktivität mit der dazugehörigen Trendwende Personal gesprochen und sie auch ausgerufen hat? ("
65523,Und es war keiner hier!,SPD,Alfred Hartenbach,GRÜNE,Hans-Christian Ströbele,1999-02-24,41732,"e Geis, ich fühlte mich angesprochen, als Sie die Situation im Rechtsausschuß heute erwähnt haben. Etwa um 14.15 Uhr hat die CDU/CSU- Fraktion beantragt, die Sitzung zu unterbrechen, damit die Mitglieder der CDU/CSU, der FDP und der PDS ins Plenum gehen und der allgemeinen Debatte lauschen können. ("
239658,Dann sehen wir uns in Karlsruhe!,GRÜNE,Philip Winkler,SPD,Michael Hartmann,2011-09-06,107814,"t kommt vor dem Fall. Wer es über drei Jahre hinweg nicht schafft, die Vorgaben des Verfassungsgerichts umzusetzen, der sollte mit anderen in den Dialog kommen, statt sie verächtlich zu behandeln. Sie werden uns noch sehr brauchen, Herr Krings. (Beifall bei der SPD, der LINKEN und dem GRÜNE – Josef "
278306,Das sehen wir ganz anders!,GRÜNE,Ulle Schauws,DIE LINKE,Kathrin Vogler,2014-02-13,124423,"men und abwägen.  (Ulle Schauws [GRÜNE]: Genau! Das müssen wir tun, für Frauen und ihre Selbstbestimmung in der Gesellschaft!)  Es gibt Argumente dafür und dagegen, mit denen wir uns auseinandersetzen müssen; aber es gibt keine Zwangsläufigkeit. Wir wägen die Argumente im Interesse der Frauen ab.  ("
311266,Das habe ich schon in anderem Zusammenhang gehört!,GRÜNE,Corinna Rüffer,SPD,Andrea Nahles,2016-09-22,139981," ihnen im Alltag unverzichtbar ist. Dazu möchte ich allen, die uns heute zusehen oder zuhören und sich Sorgen machen, deutlich sagen: Niemandem soll es mit dem Bundesteilhabegesetz schlechter gehen. Im Gegenteil: Den meisten wird es – dessen bin ich mir sicher – besser gehen. (Beifall bei der SPD – "
131164,Das hat er doch gar nicht behauptet!,CDU/CSU,Thomas Rachel,SPD,Edelgard Bulmahn,2003-11-25,63901,"ng. (Klaus-Peter Willsch [CDU/CSU]: Suppenküchen!) – Herr Willsch, lassen Sie mich eines sagen: Wenn Sie nicht begreifen, dass es ein gesellschaftspolitischer Skandal ist, dass in unserem Land 25 Prozent der Kinder die Schule verlassen, ohne dass sie Grundkenntnisse in Rechnen und Schreiben haben, ("
116146,Das meiste!,GRÜNE,Dagmar Göring-Eckardt,CDU/CSU,Friedrich Merz,2002-12-03,59305,"Sie uns, meine Damen und Herren, auf die Haushaltsdaten zu sprechen kommen. Wir bekommen, wenn auch mit abnehmender Intensität, noch immer die Vorhaltung gemacht, alles, was Sie jetzt an Problemen 746 hätten, sei sozusagen der 16-jährigen Amtszeit einer früheren Bundesregierung geschuldet.  (Katrin "
430154,Die Vermögensteuer der CDU/CSU!,FDP,Reinhard Houben,GRÜNE,Maria Klein-Schmeink,2023-05-26,193406,"esetzlichen Krankenversicherung so vorgesehen; das ist auch in der sozialen Pflegeversicherung als beitragsgestütztes System so vorgesehen. Ich frage mich: Was ist denn Ihre Alternative, um die Kosten – wir müssen ja immerhin die Liquidität der sozialen Pflegeversicherung sichern – zu finanzieren? ("
146549,Deswegen seid Ihr bei 30 Prozent!,CDU/CSU,Jochen-Konrad Fromme,SPD,Jörg-Otto Spiller,2004-11-23,69019,"em Bund gleichsam in die Schuhe zu schieben. Genau das ist das Problem. Das ist Ihr Rezept. Es wird Ihnen bloß nicht abgenommen werden, weil die Bürger natürlich klüger sind, als Sie sie einschätzen. Die Bürger werden sich ihre eigenen Gedanken darüber machen, für wie unbedarft die Union sie hält. ("
380830,"Ja, natürlich, natürlich, natürlich! Gewiss doch!",AfD,Fabian Jacobi,AfD,Fabian Jacobi,2020-12-17,172806,"anierung geschehen und nicht nur dadurch, dass man bloß den Insolvenzantrag immer weiter hinausschiebt. In diesem Sinne: Ich wünsche im Vorgriff schon mal frohe Weihnachten. Und bis nächstes Jahr! (Beifall bei der AfD – Friedrich Straetmanns [DIE LINKE]: Die Maske, Herr Kollege! – Gegenruf des Abg. "
224009,Das müssen wir jetzt aber mal ein biss,GRÜNE,Kerstin Andreae,CDU/CSU,Lena Strothmann,2010-10-08,101501,"chlossen; sie zeigen jetzt ihre ökonomische Wirkung. Aber wer A sagt, muss auch B sagen. Wir haben dafür zusätzliche Schulden gemacht, und die müssen wir nun abbauen. Wir haben die Krise dank der Konjunkturpakete, aber auch dank des politischen Geschicks unserer Kanzlerin Angela Merkel gemeistert. ("
276974,Aber in Hessen wart ihr schneller!,CDU/CSU,Florian Hahn,GRÜNE,Manuel Sarrazin,2013-12-18,123685,"Sehr geehrter Herr Präsident! Meine Damen und Herren! Wenn man in den letzten Monaten in den Hauptstädten Europas unterwegs war, konnte man feststellen: Alle warteten auf die Bundestagswahl und waren dann ganz überrascht, dass man noch weiter warten muss: auf den Koalitionsvertrag.  ("
150874,Frohes Tanken!,CDU/CSU,Leo Dautzenberg,SPD,Ingrid Arndt-Brauer,2005-01-27,70270,"en Jahren. Vielleicht fällt Ihnen nächstes Jahr, wenn Sie einen Antrag zur Ökosteuer stellen, auch etwas zur Gegenfinanzierung ein. (Leo Dautzenberg [CDU/CSU]: Zum Herbst!) Darauf freuen wir uns alle. In diesem Sinne: Einen schönen Abend noch. (Beifall bei der SPD sowie bei Abgeordneten des GRÜNE – "
457517,„Maul“ ist aber unparlamentarisch!,AfD,Enrico Komning,SPD,Jan Dieren,2024-03-22,201821," verzichten, und sich freiwillig gesetzlich versichern lassen – ein Einziger. (Beifall bei der SPD sowie bei Abgeordneten des GRÜNE) Und dann schimpfen Sie hier über alle anderen, die sich weigern würden, in die gesetzliche Rentenversicherung einzuzahlen. Sie reißen zwar sehr schnell das Maul auf, ("
451604,"Doch, doch, doch! Sie müssen sich um meine Gesundheit keine Sorgen machen!",AfD,Martin Reichardt,FDP,Matthias Seestern-Pauly,2024-01-30,200033,"en, dass Sie definitiv alles sind, aber keine Alternative für Deutschland. (Beifall bei der FDP, der SPD, der CDU/CSU und dem GRÜNE sowie bei fraktionslosen Abgeordneten – Zuruf des Abg. Martin Reichardt [AfD]) – Herr Reichhardt, beruhigen Sie sich! Das ist nicht gesund für Sie, was Sie da machen. ("
357452,Haben wir gemacht!,SPD,Dr. Eva Högl,FDP,Katharina Willkomm,2019-10-25,161545,"Beifall bei der FDP) Liebe Kolleginnen und Kollegen von der SPD, akzeptieren Sie die Realität. (Dr. Eva Högl [SPD]: Das tun wir! Jeden Tag!) Und wenn noch Zeit ist, schauen Sie heute vor der Heimfahrt noch bei den Berliner Genossen vorbei. Erklären Sie ihnen die Kompetenzordnung des Grundgesetzes: ("
341879,"Himmel, lass Hirn regnen!",AfD,Armin-Paulus Hampel,DIE LINKE,Cornelia Möhring,2018-12-13,154385,"r unsere ideologisch verblendeten Hardliner wohl wenig, und es interessiert anscheinend auch nicht diejenigen, denen das Kindeswohl nur so lange am Herzen liegt, solange sie damit Kontrolle über weibliche Körper erlangen können. (Beifall bei der LINKEN sowie bei Abgeordneten der SPD und des GRÜNE – "
232885,Und wer hat den Vertrag unterschrieben?,GRÜNE,Jürgen Trittin,CDU/CSU,Dr. Christian Ruck,2011-03-17,104779,"ertrag von 2000 erinnern. Wer in dem Vertrag mit den Kraftwerksbetreibern ohne Not auf jegliche Sicherheitsverbesserungen in den Kernkraftwerken in der Zukunft verzichtet hat, der hat meiner Ansicht nach jedes Recht verwirkt, hier den Moralapostel zu spielen. (Beifall bei Abgeordneten der CDU/CSU – "
300630,So ist es!,CDU/CSU,Mark Hauptmann,SPD,Rainer Spiering,2015-11-13,135136,"as ist gründlich misslungen!) Wir haben im Bereich der Landwirtschaft einen Sektor, die Landmaschinentechnologie, der extrem erfolgreich ist. Der ist allerdings zu 75 Prozent vom Export abhängig. Ich habe mir einmal die Zahlen von Kanada kommen lassen. Wir kommen fast nicht in diesen Markt hinein. ("
233005,Ja!,SPD,Joachim Poß,FDP,Dr. Volker Wissing,2011-03-17,104796,"chiede gehabt, aber wir wollten die Interessen der ehrlichen Steuerzahlerinnen und Steuerzahler eben auch berücksichtigt finden, und wir wollten eine verfassungskonforme Lösung. Sie von der SPD tun hier so, als wären Sie diejenigen, die die Bekämpfung der Steuerhinterziehung immer verfolgt hätten. ("
152199,Der Tauss muss in den Zirkus Krone!,CDU/CSU,von Stetten,SPD,Jörg Tauss,2005-02-24,70770,"tück weiter. Sie sind ja noch jung – nicht ganz, aber ziemlich –, (Heiterkeit) also bestehen noch Chancen, dass wir es das nächste Mal gemeinsam machen. Wir sind dabei im Sinne der Kulturpolitik zu jeder Kooperation bereit.  Ich bedanke mich.  (Beifall bei der SPD und dem GRÜNE – Christian Freiherr "
176102,Die Praxis wird das Gegenteil beweisen!,FDP,Detlef Parr,SPD,Dr. Peter Danckert,2007-03-22,80380,"nden wir gut. Wir fühlen uns in Übereinstimmung mit dem Deutschen Olympischen Sportbund, mit seinem Präsidenten Bach und Herrn Vesper. Wir sind auf dem richtigen Wege. Deshalb ist das ein richtiger Ansatz, den wir in den nächsten Wochen hier diskutieren werden. Wir haben dazu ja noch Gelegenheit.  ("
134179,Kleines  Karo!,CDU/CSU,Hartmut Schauerte,GRÜNE,Grietje Bettin,2004-01-29,64680,"e lieben Kolleginnen und Kollegen! Ich bedaure, dass die Opposition zu diesem für Deutschland so zukunftsweisenden Thema nicht mehr als diesen allgemeinen politischen Rundumschlag zu bieten hatte. (Beifall bei Abgeordneten des GRÜNE und der SPD) Die Informationsgesellschaft entwickelt sich rasant  ("
51512,Vielleicht?,GRÜNE,Angelika Beer,FDP,Dr. Irmgard Schwaetzer,1997-02-27,34033,"Linien, was die Diskussion  nur noch schwieriger macht. Frau Dietert-Scheuer,  ich teile Ihre Einschätzung, daß die späte Stunde dieser Debatte der krisenhaften Zuspitzung der Situation in der Türkei vielleicht nicht gerecht wird.  (Beifall des Abg. Ulrich Irmer [FDP] und  der Abg. Uta Zapf [SPD] - "
328214,"Wetter und Klima, sage ich da nur!",GRÜNE,Harald Ebner,AfD,Dr. Rainer Kraft,2018-03-23,148317,"mp-Administration als alleinigen Apostat in der Klimafrage brandmarken. Wir sind kalendarisch in dieser Woche in den Frühling eingestiegen. In Bayern wurde der kälteste Frühlingsbeginn seit mindestens 138 Jahren, wenn nicht sogar seit Beginn der Aufzeichnungen, dokumentiert; aber das nur am Rande. ("
321362,Das stimmt!,DIE LINKE,Dr. Dietmar Bartsch,CDU/CSU,Ralph Brinkhaus,2017-06-01,144659,"Herr Präsident! Meine Damen und Herren! Sie werden sich sicherlich wundern, dass so eine wichtige Debatte – man sieht das an dem hochkarätigen Auditorium auf der Bundesratsbank und dem vollen Plenarsaal – von einem einfachen Abgeordneten des Deutschen Bundestags eröffnet wird. ("
187777,So ist es!,GRÜNE,Dr. Uschi Eid,CDU/CSU,Monika Grütters,2008-02-21,86028,"ich zur Lösung offener Fragen in dieser sensiblen Thematik beigetragen.  Ausgangspunkt der erneuten und aktuellen Debatte ist übrigens nicht das zehnjährige Jubiläum der Washingtoner Konferenz, sondern die umstrittene Rückgabe des Kirchner-Gemäldes „Berliner Straßenszene“ durch den Berliner Senat. ("
115212,Das glauben Sie nicht einmal selber!,CDU/CSU,Andreas Storm,SPD,Erika Lotz,2002-11-07,59066,"arauf, dass zukünftig wieder mehr Menschen erwerbstätig sein können. Dann werden auch wieder mehr Menschen Beiträge für Rentenver- Dr. Dieter Thomae sicherung und Krankenversicherung bezahlen und auch die Steuereinnahmen werden höher sein. (Hartmut Schauerte [CDU/CSU]: Von welchem Land reden Sie? – "
406803,Firmenpleiten!,AfD,Bernd Schattner,GRÜNE,Dieter Janecek,2022-09-29,186044,"ch noch nicht die Lösung der Krise. (Stephan Brandner [AfD]: Sondervermögen!) Die Ausweitung des Angebots, die Auffüllung der Gasspeicher, was wir in Rekordzeit geschafft haben, die Fertigstellung der LNG-Terminals, die neuen Verträge, der rasante Ausbau der erneuerbaren Energien, Energiespeicher: ("
233785,Das ist falsch!,CDU/CSU,Norbert Geis,GRÜNE,Kai Gehring,2011-03-24,105127,"SU]: Aber der Weg! Zeig  mal einen Weg auf, der praktikabel ist!) Das zeigt doch, dass auch Sie mit dieser Konstruktion nicht gut leben können. Es ist ein Kardinalfehler, dass Schwarz-Gelb Freiwilligendienste erster und zweiter Klasse schaffen will. (Beifall beim GRÜNE, bei der SPD und der LINKEN – "
14533,"Wein war das nicht, das  war Sauermilch!",FDP,<unknown>,SPD,Hans Büttner,1992-10-15,8435,"Herr Kollege Kauder, ich habe das sehr wohl gelesen. Aber das, was  hier diskutiert wird — so haben Sie es vorhin  genannt —, ist alter Wein in neuen Schläuchen.  "
109297,Leider wahr!,CDU/CSU,Hartmut Schauerte,CDU/CSU,Dr. Hansjürgen Doss,2002-04-25,57440,"l wird im Jahre 2003 das Wachstum in den USA3,7 Prozent, in Kanada 3,5 Prozent, in Irland 5 Prozent und in anderen Ländern noch mehr betragen. Deutschland bleibt mit einem Wachstum von 2,4 Prozent im kommenden Jahr zum dritten Mal hintereinander Schlusslicht. (Ernst Hinsken [CDU/CSU]: Hört! Hört! – "
412501,Lernen Sie erst mal was Vernünftiges!,AfD,Stephan Brandner,GRÜNE,Andreas Audretsch,2022-11-23,187689,"ie Propaganda Moskaus (Stephan Brandner [AfD]: Haben wir gerade gehört, mit den Berufsabbrechern!) zu verbreiten. (Beifall beim GRÜNE und bei der SPD sowie bei Abgeordneten der FDP) Das, was wir in dieser Zeit tun, ist, erstens uns um die Menschen zu kümmern und zweitens das Land zu modernisieren. ("
220719,Kommt noch!,CDU/CSU,Jens Spahn,GRÜNE,Birgitt Bender,2010-07-09,100508,"und der Start der Nutzenbewertung bereits zum Zeitpunkt des Zulassungsantrages, das wäre der richtige Ansatz.  Ein weiterer Punkt. Kann mir die Koalition einen guten Grund nennen, warum Impfstoffe von der Nutzenoder Kosten-Nutzen-Bewertung ausgenommen sind? Ich habe bisher keinen einzigen gehört.  ("
