name,party,BT-Period
Karl Steinhauer,CDU,2
Johannes-Helmut Strosche,GB/ BHE,2
Ferdinand Stümer,SPD,2
Franz Tausch-Treml,SPD,2
Wilhelm Tenhagen,SPD,2
Willy Thieme,SPD,2
Johann Thies,CDU,2
Robert Tillmanns,CDU,2
Wilhelm Traub,SPD,2
Hermann Trittelvitz,SPD,2
Hermann Veit,SPD,2
Heinrich Voß,CDU,2
Oskar Wacker,CDU,2
Josef Wagner,SPD,2
Albert Walter,DP,2
Karl Walz,CDU,2
Fritz Wedel,DPS,2
Hans Wellhausen,FDP,2
Friedrich Welskop,CDU,2
Fritz Wenzel,SPD,2
Willi Weyer,FDP,2
Hugo Wiedeck,CDU,2
Hans-Peter Will,SPD,2
Friedrich Wilhelm Willeke,CDU,2
Ernst Winter,SPD,2
Carl Wirths,FDP,2
Otto Wittenburg,DP,2
Albert Wolf,CDU,2
Otto Ziegler,SPD,2
Heinrich Zimmermann,DP,2
Willi Agatz,KPD,1
Adolf Ahrens,DP,1
Rudolf Amelunxen,DZP,1
Maria Ansorge,SPD,1
Anton Aretin,FU,1
Thea Arnold,FU,1
Hermann Aumer,BP,1
Wilhelm Bahlburg,DP,1
Josef Baumgartner,BP,1
Georg Baur,CDU,1
Ludwig Bergstraesser,SPD,1
Helmut Bertram,FU,1
Anna Maria Bieganowski,DP,1
Karl Bielig,SPD,1
Hans Bodensteiner,CSU,1
Hermann Louis Brill,SPD,1
Paul Bromme,SPD,1
Karl Brunner,SPD,1
Carl Campe,DP,1
Hermann Clausen,FU,1
Hugo Decker,FU,1
Johannes Degener,CDU,1
Gregor Determann,FU,1
Hans Dirscherl,FDP,1
Fritz Dorls,SRP,1
Eduard Edert,Plos,1
Willi Eichler,SPD,1
Josef Eichner,FU,1
Hans Ekstrand,SPD,1
Hermann Etzel,FU,1
Hans Ewers,DP,1
Ernst Falkner,BP,1
Ernst August Farke,DP,1
Conrad Fink,CSU,1
Walter Fisch,KPD,1
Willy Fischer,SPD,1
Walter Freitag,SPD,1
Richard Freudenberg,FDP,1
Hans-Joachim Fricke,DP,1
Hans Friedrich,FDP,1
Hans-Gerd Fröhlich,WAV,1
Heinz Frommhold,DRP,1
Elimar Fürstenberg,CSU,1
Josef-Ernst Fugger von Glött,CSU,1
Oscar Funcke,FDP,1
Günter Goetzendorff,WAV,1
Otto Graf,SPD,1
Margarete Gröwel,CDU,1
Arthur Grundmann,FDP,1
Gustav Gundelach,KPD,1
Johannes Hagge,FDP,1
Wilhelm Hamacher,DZP,1
Johannes Handschumacher,CDU,1
Heinrich Happe,SPD,1
Paul Harig,KPD,1
Walther Hasemann,FDP,1
Wolfgang Hedler,WAV,1
Anne Marie Heiler,CDU,1
Franz Heinen,SPD,1
Günther Henle,CDU,1
Arno Hennig,SPD,1
Fritz Henssler,SPD,1
Gustav Herbig,SPD,1
Matthäus Herrmann,SPD,1
Theodor Heuss,FDP,1
Werner Hilpert,CDU,1
Hermann Höpker-Aschoff,FDP,1
Curt Hoffmann,FDP,1
Johannes Hoffmann,FU,1
Heinrich Hohl,CDU,1
Friedrich Holzapfel,CDU,1
Anton Hoppe,CDU,1
Heinrich Imig,SPD,1
Elfriede Jaeger,DRP,1
Paul Hans Jaeger,FDP,1
Robert Jaffe,DP,1
Albert Ludwig Juncker,FDP,1
Johann Junglas,CDU,1
Oskar Kalbfell,SPD,1
Heinrich Kemper,CDU,1
Karl Kern,CDU,1
Erich Klabunde,SPD,1
Friedrich Klinge,DP,1
Otto Kneipp,FDP,1
Waldemar Knoeringen,SPD,1
Willy Knothe,SPD,1
Harald Koch,SPD,1
Georg Kohl,FDP,1
Rudolf Kohl,KPD,1
Anni Krahnstöver,SPD,1
Paul Krause,DZP,1
Georg Kühling,CDU,1
Christian Kuhlemann,DP,1
Wilhelm Laforet,CSU,1
Roman Lampl,FU,1
Erich Langer,WAV,1
Willi Lausen,SPD,1
Bruno Leddin,SPD,1
Robert Lehr,CDU,1
Robert Leibbrand,KPD,1
Heinrich Leuchtgens,,1
Eduard Leuze,FDP,1
Fritz Linnert,FDP,1
Paul Löbe,SPD,1
Hans Löfflad,WAV,1
Bernhard Lohmüller,SPD,1
Martin Loibl,CSU,1
Alfred Loritz,WAV,1
Heinrich Maerkl,FU,1
Ernst Mayer,FDP,1
Georg Mayerhofer,FU,1
Matthias Joseph Mehs,CDU,1
Franz Xaver Meitinger,FU,1
Arthur Mertins,SPD,1
Heinz Meyer,SPD,1
Kurt Moosdorf,SPD,1
Willibald Mücke,SPD,1
Hans Mühlenfeld,DP,1
Heinrich Müller,SPD,1
Kurt Müller,KPD,1
Oskar Müller,KPD,1
Friederike Mulert,FDP,1
Jakob Neber,CDU,1
Christof Nickl,CSU,1
Otto Niebergall,KPD,1
Heinrich Niebes,KPD,1
Wilhelm Niklas,CSU,1
Robert Philipp Nöll von der Nahmer,FDP,1
Erik Nölting,SPD,1
Friedrich Nowack,SPD,1
Wilhelm Nowack,FDP,1
Hermann Nuding,KPD,1
Fritz Oellers,FDP,1
Eugen Oettingen-Wallerstein,FU,1
Franz Ott,Plos,1
Otto Pannenbecker,FU,1
Sepp Parzinger,FU,1
Wilhelm Paschek,DPB,1
Ernst Paul,SPD,1
Hugo Paul,KPD,1
Franz Pfender,CDU,1
Bernardus Povel,CDU,1
Wilhelm Rahn,CSU,1
Wilhelm Rath,FDP,1
Hans Albrecht Rechenberg,FDP,1
Max Reimann,KPD,1
Otto Reindl,WAV,1
Bernhard Reismann,FU,1
Heinz Renner,KPD,1
Hans Revenstorff,FDP,1
Gerhard Ribbeheger,FU,1
Franz Richter,WAV,1
Friedrich Rische,KPD,1
Ernst Roth,SPD,1
Karl Rüdiger,FDP,1
Gustav Sander,SPD,1
Josef Schatz,CSU,1
Hans Schlange-Schöningen,CDU,1
Wilhelm Schmidt,WAV,1
Joseph Schmitt,CDU,1
Hans Schmitz,CDU,1
Friedrich Schönauer,SPD,1
Carl Schröter,CDU,1
Kurt Schumacher,SPD,1
Johann Schuster,WAV,1
Gebhard Seelos,BP,1
Johann-Adam Segitz,SPD,1
Johannes Semler,CSU,1
Günther Sewald,CDU,1
Max Solleder,CSU,1
Paul Stech,SPD,1
Willi Steinhörster,SPD,1
Hermann Stopperich,SPD,1
Gertrud Strohbach,KPD,1
Gertrud Leibbrand,KPD,1
Otto Suhr,SPD,1
Johann Temmen,SPD,1
Adolf Thadden,DRP,1
Grete Thiele,KPD,1
Hans Tichi,WAV,1
Josef Trischler,FDP,1
Hermann Troppenz,SPD,1
Walter Vesper,KPD,1
Ludwig Volkholz,FU,1
Axel Vries,FDP,1
Oskar Wackerzapp,CDU,1
Josef Wallner,WAV,1
Johann Wartner,FU,1
Stephan Weickert,WAV,1
August Weinhold,SPD,1
Franz Weiß,CDU,1
Eberhard Wildermuth,FDP,1
Alex Willenberg,FU,1
Konrad Wittmann,WAV,1
Max Wönner,SPD,1
Ernst Woltje,DP,1
Walter Zawadil,FDP,1
Franz Ziegler,BP,1
